viagem_id,rota_id,veiculo_id,transportadora_id,data_saida,data_chegada_prevista,data_chegada_real,distancia_km,lead_time_horas,tempo_estimado_horas,on_time,custo_frete,custo_por_km,carga_kg,teve_ocorrencia
4367,8,9,1,2025-03-27 21:00:00,2025-03-28 18:36:00,2025-03-28 18:17:07.025097978,1250,21.3,21.6,True,5595.38,4.48,7518,False
4368,3,10,1,2025-03-27 23:00:00,2025-03-29 15:48:00,2025-03-29 13:54:36.126851189,1960,38.9,40.8,True,8870.62,4.53,16758,False
4369,6,22,1,2025-03-27 16:00:00,2025-03-29 02:24:00,2025-03-29 01:14:01.871857238,1650,33.2,34.4,True,6771.93,4.1,5701,False
4370,8,32,1,2025-03-27 17:00:00,2025-03-28 14:36:00,2025-03-28 13:57:48.890727243,1250,21.0,21.6,True,5758.9,4.61,14108,False
4371,1,8,1,2025-03-27 14:00:00,2025-03-27 21:24:00,2025-03-27 20:47:05.230239620,430,6.8,7.4,True,1851.25,4.31,4183,False
4372,7,26,1,2025-03-27 16:00:00,2025-03-28 06:42:00,2025-03-28 06:28:49.012906838,850,14.5,14.7,True,3430.63,4.04,28327,False
4373,2,68,2,2025-03-27 17:00:00,2025-03-28 00:06:00,2025-03-28 02:12:28.556036705,410,9.2,7.1,False,1627.47,3.97,17846,False
4374,3,70,2,2025-03-27 22:00:00,2025-03-29 14:48:00,2025-03-29 19:46:28.306736585,1960,45.8,40.8,True,6830.57,3.48,35503,False
4375,6,65,2,2025-03-27 18:00:00,2025-03-29 04:24:00,2025-03-29 08:40:33.737028978,1650,38.7,34.4,True,5603.8,3.4,7495,False
4376,7,52,2,2025-03-27 09:00:00,2025-03-27 23:42:00,2025-03-28 00:59:43.236347101,850,16.0,14.7,True,2731.2,3.21,36967,True
4377,2,42,2,2025-03-27 15:00:00,2025-03-27 22:06:00,2025-03-27 23:08:13.731029265,410,8.1,7.1,True,1318.97,3.22,14105,True
4378,2,49,2,2025-03-27 07:00:00,2025-03-27 14:06:00,2025-03-27 15:01:19.483263842,410,8.0,7.1,True,1606.65,3.92,25040,False
4379,4,59,2,2025-03-27 12:00:00,2025-03-28 03:30:00,2025-03-28 03:25:48.980648150,900,15.4,15.5,True,3055.46,3.39,25571,False
4380,7,66,2,2025-03-27 12:00:00,2025-03-28 02:42:00,2025-03-28 06:12:02.982062296,850,18.2,14.7,False,3069.83,3.61,5776,False
4381,2,61,2,2025-03-27 23:00:00,2025-03-28 06:06:00,2025-03-28 06:31:24.913619646,410,7.5,7.1,True,1726.89,4.21,4571,False
4382,7,54,2,2025-03-27 15:00:00,2025-03-28 05:42:00,2025-03-28 05:46:37.744464413,850,14.8,14.7,True,2935.41,3.45,7015,False
4383,6,46,2,2025-03-27 18:00:00,2025-03-29 04:24:00,2025-03-29 00:49:22.804202234,1650,30.8,34.4,True,5628.46,3.41,22542,True
4384,6,48,2,2025-03-27 18:00:00,2025-03-29 04:24:00,2025-03-29 00:20:01.767902176,1650,30.3,34.4,True,5935.04,3.6,4431,False
4385,7,65,2,2025-03-27 13:00:00,2025-03-28 03:42:00,2025-03-28 07:50:48.123266771,850,18.8,14.7,False,2435.29,2.87,6079,False
4386,5,44,2,2025-03-27 11:00:00,2025-03-30 11:54:00,2025-03-30 11:12:00.558686917,3500,72.2,72.9,True,12773.68,3.65,4435,False
4387,5,93,3,2025-03-27 07:00:00,2025-03-30 07:54:00,2025-03-30 11:58:27.825520639,3500,77.0,72.9,True,17334.87,4.95,26304,False
4388,8,93,3,2025-03-27 01:00:00,2025-03-27 22:36:00,2025-03-27 21:26:37.761553113,1250,20.4,21.6,True,6854.13,5.48,16442,False
4389,10,79,3,2025-03-27 17:00:00,2025-03-29 09:36:00,2025-03-29 11:18:00.721555628,1950,42.3,40.6,True,10753.52,5.51,5093,False
4390,10,88,3,2025-03-27 18:00:00,2025-03-29 10:36:00,2025-03-29 10:54:01.773000050,1950,40.9,40.6,True,9957.79,5.11,17044,False
4391,7,72,3,2025-03-27 06:00:00,2025-03-27 20:42:00,2025-03-27 20:34:31.503876124,850,14.6,14.7,True,4711.68,5.54,21019,False
4392,3,80,3,2025-03-27 19:00:00,2025-03-29 11:48:00,2025-03-29 13:24:34.204835000,1960,42.4,40.8,True,8876.56,4.53,29263,False
4393,8,75,3,2025-03-27 18:00:00,2025-03-28 15:36:00,2025-03-28 15:50:01.259277738,1250,21.8,21.6,True,6574.5,5.26,26984,False
4394,8,75,3,2025-03-27 13:00:00,2025-03-28 10:36:00,2025-03-28 11:28:37.441642439,1250,22.5,21.6,True,6742.24,5.39,22464,False
4395,3,71,3,2025-03-27 01:00:00,2025-03-28 17:48:00,2025-03-28 19:58:50.355588023,1960,43.0,40.8,True,9632.45,4.91,4644,False
4396,2,81,3,2025-03-27 08:00:00,2025-03-27 15:06:00,2025-03-27 14:42:49.645375269,410,6.7,7.1,True,1919.07,4.68,7282,False
4397,12,117,4,2025-03-27 06:00:00,2025-03-30 02:48:00,2025-03-30 14:23:06.725813763,3300,80.4,68.8,False,13543.47,4.1,7810,False
4398,4,107,4,2025-03-27 09:00:00,2025-03-28 00:30:00,2025-03-28 00:19:10.329401475,900,15.3,15.5,True,3370.11,3.74,5256,False
4399,8,121,4,2025-03-27 09:00:00,2025-03-28 06:36:00,2025-03-28 07:16:40.051713230,1250,22.3,21.6,True,4308.62,3.45,36928,False
4400,6,104,4,2025-03-27 06:00:00,2025-03-28 16:24:00,2025-03-28 11:21:36.350683039,1650,29.4,34.4,True,6403.32,3.88,25258,False
4401,3,121,4,2025-03-27 21:00:00,2025-03-29 13:48:00,2025-03-29 16:02:59.792748557,1960,43.0,40.8,True,6916.3,3.53,31573,False
4402,12,108,4,2025-03-27 18:00:00,2025-03-30 14:48:00,2025-03-30 13:50:54.866991724,3300,67.8,68.8,True,12305.45,3.73,33891,False
4403,12,100,4,2025-03-27 07:00:00,2025-03-30 03:48:00,2025-03-30 04:26:52.615070536,3300,69.4,68.8,True,14791.36,4.48,21254,True
4404,4,116,4,2025-03-27 18:00:00,2025-03-28 09:30:00,2025-03-28 10:08:08.200181085,900,16.1,15.5,True,3533.83,3.93,6518,False
4405,6,109,4,2025-03-27 00:00:00,2025-03-28 10:24:00,2025-03-28 09:48:57.038223416,1650,33.8,34.4,True,6076.49,3.68,33047,False
4406,1,147,5,2025-03-27 22:00:00,2025-03-28 05:24:00,2025-03-28 05:33:05.902986141,430,7.6,7.4,True,2171.47,5.05,14487,False
4407,9,148,5,2025-03-27 06:00:00,2025-03-28 13:12:00,2025-03-28 13:15:10.470353680,1500,31.3,31.2,True,7171.56,4.78,6160,True
4408,4,136,5,2025-03-27 12:00:00,2025-03-28 03:30:00,2025-03-28 02:16:22.858458967,900,14.3,15.5,True,4354.47,4.84,6480,False
4409,1,148,5,2025-03-27 08:00:00,2025-03-27 15:24:00,2025-03-27 15:02:35.527026221,430,7.0,7.4,True,2202.55,5.12,7629,False
4410,4,129,5,2025-03-27 12:00:00,2025-03-28 03:30:00,2025-03-28 03:39:13.645844047,900,15.7,15.5,True,3623.22,4.03,6836,False
4411,10,131,5,2025-03-27 07:00:00,2025-03-28 23:36:00,2025-03-29 04:19:27.858250736,1950,45.3,40.6,True,10229.1,5.25,22126,False
4412,11,4,1,2025-03-28 15:00:00,2025-04-01 00:12:00,2025-04-01 01:12:17.603191163,3900,82.2,81.2,True,18148.49,4.65,29719,True
4413,1,39,1,2025-03-28 20:00:00,2025-03-29 03:24:00,2025-03-29 03:10:52.357747528,430,7.2,7.4,True,1760.78,4.09,16463,False
4414,4,12,1,2025-03-28 03:00:00,2025-03-28 18:30:00,2025-03-28 19:22:13.261988057,900,16.4,15.5,True,3697.33,4.11,16870,False
4415,5,27,1,2025-03-28 00:00:00,2025-03-31 00:54:00,2025-03-31 05:12:22.124385816,3500,77.2,72.9,True,13615.94,3.89,4226,False
4416,6,1,1,2025-03-28 21:00:00,2025-03-30 07:24:00,2025-03-30 08:10:31.933286605,1650,35.2,34.4,True,7019.72,4.25,17717,False
4417,12,11,1,2025-03-28 15:00:00,2025-03-31 11:48:00,2025-03-31 19:17:58.494989883,3300,76.3,68.8,True,14244.13,4.32,25816,False
4418,2,38,1,2025-03-28 11:00:00,2025-03-28 18:06:00,2025-03-28 19:07:18.602020227,410,8.1,7.1,True,1645.29,4.01,25597,False
4419,2,11,1,2025-03-28 07:00:00,2025-03-28 14:06:00,2025-03-28 14:16:13.439764149,410,7.3,7.1,True,1519.09,3.71,20633,True
4420,7,21,1,2025-03-28 10:00:00,2025-03-29 00:42:00,2025-03-29 01:24:37.286609037,850,15.4,14.7,True,4215.68,4.96,26501,False
4421,5,16,1,2025-03-28 18:00:00,2025-03-31 18:54:00,2025-04-01 02:59:24.806518077,3500,81.0,72.9,True,13189.2,3.77,6391,False
4422,4,17,1,2025-03-28 14:00:00,2025-03-29 05:30:00,2025-03-29 06:11:24.093956009,900,16.2,15.5,True,3804.09,4.23,5517,False
4423,1,39,1,2025-03-28 17:00:00,2025-03-29 00:24:00,2025-03-29 00:38:19.568121503,430,7.6,7.4,True,1811.11,4.21,18518,False
4424,3,60,2,2025-03-28 16:00:00,2025-03-30 08:48:00,2025-03-30 17:42:32.071857766,1960,49.7,40.8,False,6677.61,3.41,4405,False
4425,11,64,2,2025-03-28 19:00:00,2025-04-01 04:12:00,2025-04-01 23:44:26.403008308,3900,100.7,81.2,False,13199.64,3.38,21997,False
4426,8,46,2,2025-03-28 11:00:00,2025-03-29 08:36:00,2025-03-29 11:52:14.265001668,1250,24.9,21.6,False,4771.92,3.82,30514,False
4427,7,68,2,2025-03-28 00:00:00,2025-03-28 14:42:00,2025-03-28 15:05:47.914237642,850,15.1,14.7,True,2796.62,3.29,17524,False
4428,7,50,2,2025-03-28 17:00:00,2025-03-29 07:42:00,2025-03-29 09:49:01.902372182,850,16.8,14.7,True,2919.88,3.44,6537,False
4429,7,57,2,2025-03-28 04:00:00,2025-03-28 18:42:00,2025-03-28 20:10:04.462418518,850,16.2,14.7,True,3298.59,3.88,27090,True
4430,7,47,2,2025-03-28 19:00:00,2025-03-29 09:42:00,2025-03-29 12:08:45.255872303,850,17.1,14.7,False,3136.41,3.69,6934,False
4431,9,56,2,2025-03-28 19:00:00,2025-03-30 02:12:00,2025-03-29 19:58:14.151712569,1500,25.0,31.2,True,4755.2,3.17,5099,False
4432,6,47,2,2025-03-28 02:00:00,2025-03-29 12:24:00,2025-03-29 07:18:51.087218364,1650,29.3,34.4,True,4911.17,2.98,6887,False
4433,2,46,2,2025-03-28 12:00:00,2025-03-28 19:06:00,2025-03-28 18:33:32.230607978,410,6.6,7.1,True,1385.87,3.38,32615,False
4434,5,62,2,2025-03-28 09:00:00,2025-03-31 09:54:00,2025-03-31 10:08:22.800022924,3500,73.1,72.9,True,12806.37,3.66,21280,False
4435,10,62,2,2025-03-28 14:00:00,2025-03-30 06:36:00,2025-03-29 18:57:46.567654112,1950,29.0,40.6,True,5905.91,3.03,25361,False
4436,10,91,3,2025-03-28 15:00:00,2025-03-30 07:36:00,2025-03-30 11:18:15.433058266,1950,44.3,40.6,True,11088.2,5.69,23288,False
4437,1,86,3,2025-03-28 19:00:00,2025-03-29 02:24:00,2025-03-29 02:40:16.117562803,430,7.7,7.4,True,2116.99,4.92,6988,False
4438,1,71,3,2025-03-28 12:00:00,2025-03-28 19:24:00,2025-03-28 19:29:31.216725807,430,7.5,7.4,True,2095.12,4.87,4793,False
4439,1,89,3,2025-03-28 02:00:00,2025-03-28 09:24:00,2025-03-28 09:09:34.467136145,430,7.2,7.4,True,2485.72,5.78,7506,False
4440,12,119,4,2025-03-28 23:00:00,2025-03-31 19:48:00,2025-03-31 15:44:07.317928729,3300,64.7,68.8,True,11861.25,3.59,23101,True
4441,7,117,4,2025-03-28 21:00:00,2025-03-29 11:42:00,2025-03-29 10:54:47.913311183,850,13.9,14.7,True,3157.4,3.71,4886,False
4442,9,123,4,2025-03-28 11:00:00,2025-03-29 18:12:00,2025-03-29 21:47:47.503933574,1500,34.8,31.2,True,5703.51,3.8,25192,True
4443,3,101,4,2025-03-28 04:00:00,2025-03-29 20:48:00,2025-03-29 20:25:39.802734186,1960,40.4,40.8,True,7398.13,3.77,4955,False
4444,7,124,4,2025-03-28 23:00:00,2025-03-29 13:42:00,2025-03-29 13:13:25.936270981,850,14.2,14.7,True,3459.14,4.07,7696,False
4445,9,112,4,2025-03-28 17:00:00,2025-03-30 00:12:00,2025-03-29 23:43:09.503936298,1500,30.7,31.2,True,5893.71,3.93,13657,False
4446,3,105,4,2025-03-28 04:00:00,2025-03-29 20:48:00,2025-03-29 20:06:20.975705820,1960,40.1,40.8,True,7336.35,3.74,6136,True
4447,4,102,4,2025-03-28 01:00:00,2025-03-28 16:30:00,2025-03-28 19:14:57.984685592,900,18.2,15.5,False,3950.01,4.39,22713,False
4448,9,112,4,2025-03-28 19:00:00,2025-03-30 02:12:00,2025-03-29 23:00:49.687140402,1500,28.0,31.2,True,6621.79,4.41,18513,False
4449,1,145,5,2025-03-28 13:00:00,2025-03-28 20:24:00,2025-03-28 19:21:19.775452778,430,6.4,7.4,True,1983.9,4.61,34111,False
4450,3,130,5,2025-03-28 18:00:00,2025-03-30 10:48:00,2025-03-30 15:39:21.816911602,1960,45.7,40.8,True,9668.29,4.93,4039,False
4451,8,147,5,2025-03-28 06:00:00,2025-03-29 03:36:00,2025-03-29 01:11:39.679752452,1250,19.2,21.6,True,5949.07,4.76,25653,False
4452,11,135,5,2025-03-28 02:00:00,2025-03-31 11:12:00,2025-04-01 03:53:40.335746419,3900,97.9,81.2,False,15596.21,4.0,18466,False
4453,10,140,5,2025-03-28 17:00:00,2025-03-30 09:36:00,2025-03-30 12:52:25.499657705,1950,43.9,40.6,True,7891.4,4.05,4195,True
4454,4,137,5,2025-03-28 21:00:00,2025-03-29 12:30:00,2025-03-29 11:43:18.656537594,900,14.7,15.5,True,4264.74,4.74,22345,False
4455,9,141,5,2025-03-28 18:00:00,2025-03-30 01:12:00,2025-03-30 03:33:41.112226445,1500,33.6,31.2,True,6780.11,4.52,5669,False
4456,12,129,5,2025-03-28 20:00:00,2025-03-31 16:48:00,2025-03-31 19:17:04.514959958,3300,71.3,68.8,True,14023.49,4.25,7084,False
4457,12,134,5,2025-03-28 23:00:00,2025-03-31 19:48:00,2025-04-01 15:05:46.617016837,3300,88.1,68.8,False,16845.68,5.1,30451,False
4458,9,140,5,2025-03-28 21:00:00,2025-03-30 04:12:00,2025-03-30 04:10:20.271848952,1500,31.2,31.2,True,6777.23,4.52,7326,True
4459,3,27,1,2025-03-29 12:00:00,2025-03-31 04:48:00,2025-03-31 05:53:06.648744965,1960,41.9,40.8,True,7318.15,3.73,7882,False
4460,12,15,1,2025-03-29 16:00:00,2025-04-01 12:48:00,2025-04-01 14:15:29.520612467,3300,70.3,68.8,True,14024.73,4.25,7828,False
4461,1,23,1,2025-03-29 23:00:00,2025-03-30 06:24:00,2025-03-30 06:55:17.613190737,430,7.9,7.4,True,1739.4,4.05,5143,False
4462,11,5,1,2025-03-29 13:00:00,2025-04-01 22:12:00,2025-04-02 01:57:15.788414403,3900,85.0,81.2,True,15637.9,4.01,4684,False
4463,11,20,1,2025-03-29 10:00:00,2025-04-01 19:12:00,2025-04-01 19:56:17.878629168,3900,81.9,81.2,True,15462.53,3.96,19183,False
4464,11,21,1,2025-03-29 13:00:00,2025-04-01 22:12:00,2025-04-01 22:23:44.838060749,3900,81.4,81.2,True,13191.06,3.38,19565,False
4465,5,2,1,2025-03-29 10:00:00,2025-04-01 10:54:00,2025-04-01 10:48:31.557551068,3500,72.8,72.9,True,14524.34,4.15,13532,False
4466,3,40,1,2025-03-29 21:00:00,2025-03-31 13:48:00,2025-03-31 17:43:09.656530670,1960,44.7,40.8,True,8015.03,4.09,18657,False
4467,7,33,1,2025-03-29 11:00:00,2025-03-30 01:42:00,2025-03-30 01:48:14.077306619,850,14.8,14.7,True,3321.02,3.91,24234,True
4468,3,3,1,2025-03-29 00:00:00,2025-03-30 16:48:00,2025-03-30 20:13:47.974739598,1960,44.2,40.8,True,8284.95,4.23,5660,False
4469,6,23,1,2025-03-29 20:00:00,2025-03-31 06:24:00,2025-03-31 08:36:48.380861637,1650,36.6,34.4,True,7466.46,4.53,4708,False
4470,2,39,1,2025-03-29 19:00:00,2025-03-30 02:06:00,2025-03-30 01:52:46.110585745,410,6.9,7.1,True,1964.22,4.79,18087,False
4471,10,17,1,2025-03-29 13:00:00,2025-03-31 05:36:00,2025-03-31 06:57:03.950481285,1950,42.0,40.6,True,7226.25,3.71,5664,False
4472,2,42,2,2025-03-29 06:00:00,2025-03-29 13:06:00,2025-03-29 12:06:55.451628884,410,6.1,7.1,True,1408.13,3.43,15374,False
4473,11,53,2,2025-03-29 13:00:00,2025-04-01 22:12:00,2025-04-02 11:59:22.760638737,3900,95.0,81.2,False,13647.34,3.5,24720,False
4474,2,41,2,2025-03-29 15:00:00,2025-03-29 22:06:00,2025-03-29 22:46:38.032772802,410,7.8,7.1,True,1395.04,3.4,16769,False
4475,4,47,2,2025-03-29 13:00:00,2025-03-30 04:30:00,2025-03-30 06:39:30.335635165,900,17.7,15.5,True,3077.53,3.42,6278,False
4476,4,48,2,2025-03-29 04:00:00,2025-03-29 19:30:00,2025-03-29 21:43:21.788081864,900,17.7,15.5,True,2535.1,2.82,5940,False
4477,6,49,2,2025-03-29 00:00:00,2025-03-30 10:24:00,2025-03-30 09:28:37.343041818,1650,33.5,34.4,True,5247.3,3.18,21257,False
4478,1,70,2,2025-03-29 14:00:00,2025-03-29 21:24:00,2025-03-29 23:04:38.037268275,430,9.1,7.4,False,1513.27,3.52,24065,False
4479,11,46,2,2025-03-29 12:00:00,2025-04-01 21:12:00,2025-04-01 15:24:04.431343986,3900,75.4,81.2,True,12590.54,3.23,24117,False
4480,1,62,2,2025-03-29 03:00:00,2025-03-29 10:24:00,2025-03-29 11:06:28.213992206,430,8.1,7.4,True,1379.83,3.21,26544,False
4481,2,54,2,2025-03-29 00:00:00,2025-03-29 07:06:00,2025-03-29 04:58:12.000000000,410,5.0,7.1,True,1415.03,3.45,5580,False
4482,5,42,2,2025-03-29 16:00:00,2025-04-01 16:54:00,2025-04-02 06:29:12.845137198,3500,86.5,72.9,False,12493.39,3.57,14997,False
4483,11,66,2,2025-03-29 05:00:00,2025-04-01 14:12:00,2025-04-01 21:45:41.146891996,3900,88.8,81.2,True,10841.79,2.78,5216,False
4484,5,59,2,2025-03-29 19:00:00,2025-04-01 19:54:00,2025-04-02 15:53:43.932126039,3500,92.9,72.9,False,10808.9,3.09,17063,True
4485,8,84,3,2025-03-29 00:00:00,2025-03-29 21:36:00,2025-03-29 21:57:04.607705084,1250,22.0,21.6,True,6456.59,5.17,5094,False
4486,8,91,3,2025-03-29 14:00:00,2025-03-30 11:36:00,2025-03-30 12:18:46.761604547,1250,22.3,21.6,True,5990.18,4.79,21123,False
4487,3,71,3,2025-03-29 10:00:00,2025-03-31 02:48:00,2025-03-31 04:22:42.794513698,1960,42.4,40.8,True,9298.55,4.74,5677,False
4488,1,75,3,2025-03-29 17:00:00,2025-03-30 00:24:00,2025-03-30 00:30:07.041053400,430,7.5,7.4,True,2247.24,5.23,32677,False
4489,11,87,3,2025-03-29 16:00:00,2025-04-02 01:12:00,2025-04-02 06:37:17.864621715,3900,86.6,81.2,True,21402.55,5.49,6301,False
4490,6,71,3,2025-03-29 00:00:00,2025-03-30 10:24:00,2025-03-30 10:57:04.934755381,1650,35.0,34.4,True,9468.22,5.74,6962,False
4491,1,83,3,2025-03-29 06:00:00,2025-03-29 13:24:00,2025-03-29 12:52:06.900072584,430,6.9,7.4,True,2119.24,4.93,25614,False
4492,11,77,3,2025-03-29 17:00:00,2025-04-02 02:12:00,2025-04-02 04:16:15.640462819,3900,83.3,81.2,True,20353.63,5.22,6384,False
4493,12,77,3,2025-03-29 12:00:00,2025-04-01 08:48:00,2025-04-01 12:07:20.504275284,3300,72.1,68.8,True,17288.24,5.24,4853,False
4494,3,81,3,2025-03-29 19:00:00,2025-03-31 11:48:00,2025-03-31 15:23:56.872119375,1960,44.4,40.8,True,10205.05,5.21,5390,False
4495,5,88,3,2025-03-29 08:00:00,2025-04-01 08:54:00,2025-04-01 12:44:36.838585775,3500,76.7,72.9,True,15427.79,4.41,22150,True
4496,9,121,4,2025-03-29 23:00:00,2025-03-31 06:12:00,2025-03-31 04:01:02.806108720,1500,29.0,31.2,True,5983.0,3.99,35418,False
4497,3,109,4,2025-03-29 16:00:00,2025-03-31 08:48:00,2025-03-31 05:08:02.513784628,1960,37.1,40.8,True,8023.43,4.09,27383,False
4498,10,106,4,2025-03-29 20:00:00,2025-03-31 12:36:00,2025-03-31 08:18:51.271667293,1950,36.3,40.6,True,7914.43,4.06,5567,False
4499,9,104,4,2025-03-29 19:00:00,2025-03-31 02:12:00,2025-03-31 05:50:16.876749427,1500,34.8,31.2,True,5444.28,3.63,32806,False
4500,9,120,4,2025-03-29 08:00:00,2025-03-30 15:12:00,2025-03-30 13:43:09.975386425,1500,29.7,31.2,True,5287.98,3.53,4242,False
4501,3,121,4,2025-03-29 15:00:00,2025-03-31 07:48:00,2025-03-31 17:08:55.215174578,1960,50.1,40.8,False,7810.64,3.99,28127,False
4502,6,112,4,2025-03-29 18:00:00,2025-03-31 04:24:00,2025-03-31 10:37:23.200303397,1650,40.6,34.4,False,6828.17,4.14,19134,False
4503,10,124,4,2025-03-29 18:00:00,2025-03-31 10:36:00,2025-03-31 07:44:37.469083371,1950,37.7,40.6,True,6914.26,3.55,4927,False
4504,11,141,5,2025-03-29 05:00:00,2025-04-01 14:12:00,2025-04-01 16:15:50.812022245,3900,83.3,81.2,True,18751.26,4.81,5058,False
4505,4,129,5,2025-03-29 21:00:00,2025-03-30 12:30:00,2025-03-30 11:41:26.197884113,900,14.7,15.5,True,3767.6,4.19,7280,True
4506,5,149,5,2025-03-29 22:00:00,2025-04-01 22:54:00,2025-04-01 10:37:03.098444496,3500,60.6,72.9,True,17917.26,5.12,19415,False
4507,9,137,5,2025-03-29 02:00:00,2025-03-30 09:12:00,2025-03-30 08:00:50.530481600,1500,30.0,31.2,True,8057.85,5.37,24707,False
4508,10,126,5,2025-03-29 06:00:00,2025-03-30 22:36:00,2025-03-31 11:59:54.538047557,1950,54.0,40.6,False,7399.05,3.79,7799,True
4509,2,135,5,2025-03-29 09:00:00,2025-03-29 16:06:00,2025-03-29 16:37:29.244620732,410,7.6,7.1,True,1983.31,4.84,23316,False
4510,3,20,1,2025-03-30 21:00:00,2025-04-01 13:48:00,2025-04-01 12:55:40.789696608,1960,39.9,40.8,True,8841.01,4.51,25803,False
4511,5,26,1,2025-03-30 03:00:00,2025-04-02 03:54:00,2025-04-02 00:57:33.632799941,3500,70.0,72.9,True,15603.09,4.46,27495,True
4512,4,29,1,2025-03-30 13:00:00,2025-03-31 04:30:00,2025-03-31 03:51:38.148947549,900,14.9,15.5,True,4106.91,4.56,15932,False
4513,2,8,1,2025-03-30 09:00:00,2025-03-30 16:06:00,2025-03-30 16:19:05.091008557,410,7.3,7.1,True,1807.55,4.41,6407,False
4514,2,11,1,2025-03-30 09:00:00,2025-03-30 16:06:00,2025-03-30 16:01:55.475282389,410,7.0,7.1,True,1774.33,4.33,24599,False
4515,4,2,1,2025-03-30 06:00:00,2025-03-30 21:30:00,2025-03-30 21:24:07.266949815,900,15.4,15.5,True,4031.38,4.48,16320,False
4516,4,11,1,2025-03-30 07:00:00,2025-03-30 22:30:00,2025-03-30 22:48:34.653895402,900,15.8,15.5,True,3640.76,4.05,25604,False
4517,4,37,1,2025-03-30 11:00:00,2025-03-31 02:30:00,2025-03-31 03:42:40.784396605,900,16.7,15.5,True,3354.29,3.73,5703,False
4518,12,3,1,2025-03-30 05:00:00,2025-04-02 01:48:00,2025-04-02 14:52:11.240230641,3300,81.9,68.8,False,14971.85,4.54,4818,False
4519,6,35,1,2025-03-30 13:00:00,2025-03-31 23:24:00,2025-03-31 22:29:06.844554955,1650,33.5,34.4,True,6460.69,3.92,26084,False
4520,6,33,1,2025-03-30 05:00:00,2025-03-31 15:24:00,2025-03-31 19:28:41.995612265,1650,38.5,34.4,True,6273.39,3.8,16634,False
4521,7,11,1,2025-03-30 09:00:00,2025-03-30 23:42:00,2025-03-30 22:38:55.677855121,850,13.6,14.7,True,2891.89,3.4,18626,False
4522,1,35,1,2025-03-30 22:00:00,2025-03-31 05:24:00,2025-03-31 05:20:50.623868607,430,7.3,7.4,True,1624.39,3.78,17377,False
4523,6,42,2,2025-03-30 17:00:00,2025-04-01 03:24:00,2025-04-01 14:15:01.664032067,1650,45.3,34.4,False,5698.6,3.45,16825,False
4524,1,57,2,2025-03-30 12:00:00,2025-03-30 19:24:00,2025-03-30 17:18:00.921571232,430,5.3,7.4,True,1389.12,3.23,36482,True
4525,6,57,2,2025-03-30 13:00:00,2025-03-31 23:24:00,2025-04-01 07:12:53.143434006,1650,42.2,34.4,False,6400.17,3.88,22875,True
4526,7,64,2,2025-03-30 21:00:00,2025-03-31 11:42:00,2025-03-31 16:58:03.484286607,850,20.0,14.7,False,2791.74,3.28,24017,False
4527,12,57,2,2025-03-30 10:00:00,2025-04-02 06:48:00,2025-04-02 07:59:34.806986314,3300,70.0,68.8,True,11769.1,3.57,27691,False
4528,5,50,2,2025-03-30 07:00:00,2025-04-02 07:54:00,2025-04-02 16:40:49.041951709,3500,81.7,72.9,True,12114.35,3.46,5650,False
4529,11,64,2,2025-03-30 08:00:00,2025-04-02 17:12:00,2025-04-03 14:34:06.430903210,3900,102.6,81.2,False,13833.5,3.55,19439,False
4530,12,49,2,2025-03-30 22:00:00,2025-04-02 18:48:00,2025-04-02 12:44:35.663998911,3300,62.7,68.8,True,10183.02,3.09,29269,False
4531,2,42,2,2025-03-30 07:00:00,2025-03-30 14:06:00,2025-03-30 15:38:43.349856602,410,8.6,7.1,False,1494.07,3.64,22461,True
4532,5,63,2,2025-03-30 15:00:00,2025-04-02 15:54:00,2025-04-02 23:37:37.054220726,3500,80.6,72.9,True,12014.79,3.43,19916,True
4533,11,66,2,2025-03-30 23:00:00,2025-04-03 08:12:00,2025-04-03 12:48:10.994712853,3900,85.8,81.2,True,13419.38,3.44,7094,False
4534,11,65,2,2025-03-30 04:00:00,2025-04-02 13:12:00,2025-04-02 15:01:59.819376800,3900,83.0,81.2,True,12972.95,3.33,5019,False
4535,10,46,2,2025-03-30 10:00:00,2025-04-01 02:36:00,2025-04-01 12:12:15.228039424,1950,50.2,40.6,False,6896.04,3.54,18654,False
4536,1,70,2,2025-03-30 15:00:00,2025-03-30 22:24:00,2025-03-30 22:39:21.460134169,430,7.7,7.4,True,1628.35,3.79,19280,True
4537,8,82,3,2025-03-30 09:00:00,2025-03-31 06:36:00,2025-03-31 06:18:54.096267625,1250,21.3,21.6,True,6203.81,4.96,16904,False
4538,2,95,3,2025-03-30 02:00:00,2025-03-30 09:06:00,2025-03-30 09:21:43.416295195,410,7.4,7.1,True,1978.93,4.83,13658,False
4539,12,87,3,2025-03-30 15:00:00,2025-04-02 11:48:00,2025-04-02 14:54:17.149585341,3300,71.9,68.8,True,16533.14,5.01,5777,False
4540,12,87,3,2025-03-30 00:00:00,2025-04-01 20:48:00,2025-04-01 21:08:42.474843808,3300,69.1,68.8,True,15810.12,4.79,5192,False
4541,12,81,3,2025-03-30 23:00:00,2025-04-02 19:48:00,2025-04-02 23:19:04.403655293,3300,72.3,68.8,True,17487.78,5.3,7960,False
4542,2,86,3,2025-03-30 18:00:00,2025-03-31 01:06:00,2025-03-31 00:42:20.507496435,410,6.7,7.1,True,1802.75,4.4,6892,False
